"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2016-02-01,55.25,319.6,52.89,914.24,238.53,1545.89,350.33,29.5,201.15,79.21,150.6,135.89,316.14,247.57,134.56,100.31,66.38,89.85,33.41,7.26,90.72,23.76,14.38,209.94,878.61,49.74,34.38,202.65,2016,"2016-02"
2016-03-01,91.83,612.47,54.45,730.36,223.09,1922.5,388.56,21.32,368.14,67.51,176.08,132.72,329.4,281.3,175.26,94.8,70.14,100.8,82.37,8.36,113.74,45.45,15.77,186.32,1140.41,56.74,94.73,239.65,2016,"2016-03"
2016-04-01,114.38,827.36,51.53,736.11,253.95,2654.37,612.54,95.65,416,83.12,198.27,137.28,395.58,350.66,288.16,139.86,85.77,126.87,177.92,10.53,150.02,71.25,14.17,485.18,2102.37,66.33,124.14,342.33,2016,"2016-04"
2016-05-01,113.14,800.37,46.19,1258.05,272.1,2669.1,638.76,113.12,416.68,100.99,204.93,173.62,392.9,321.94,279.66,106.76,101.79,108.66,183.55,11.55,137.94,53.08,14.87,537.49,1888.15,64.16,96.7,341.3,2016,"2016-05"
2016-06-01,87.84,762.43,44.72,1536.66,217.69,2511.85,564.15,110.89,378.22,93.92,204.36,163.83,352.88,349.75,252.09,114.31,86.16,128.54,157.7,9.44,136.02,61.59,13.27,440.43,1538.29,43.92,100.44,306.23,2016,"2016-06"
2016-07-01,81.13,832.75,40.66,1339.68,239.82,2553.38,459,95.3,267.95,85.84,193.55,130.67,359.14,281.22,308.55,115.2,99.89,120.47,149.19,10.6,129.11,56.32,13.31,419.7,1850.02,64.74,73.19,311.03,2016,"2016-07"
2016-08-01,81.53,587.05,66.73,1446.66,238.69,2310.69,309.92,95.07,217.83,104.16,143.98,137.15,356.02,344.17,288.33,116.54,95.56,117.36,139.34,9.98,140.45,40.38,13.65,358,1508.86,59.98,73.22,293.91,2016,"2016-08"
2016-09-01,326.89,1697.67,101.92,3323.74,757.81,4267.5,1261.88,224.27,719.38,287.1,531.99,488.55,852.31,975.21,850.76,307.63,219.83,420.95,258.22,38.08,360.92,130.88,30.2,640.57,5581.86,195.26,348.77,812.85,2016,"2016-09"
2016-10-01,68.94,591.48,37.65,264.62,202.4,1327.4,389.89,37.21,229.93,87.77,154.52,115.29,179.47,205.93,234.04,81.95,80.52,87.97,113.12,9.8,25.55,38.91,17.7,217.53,1433.92,53.45,79.13,215.62,2016,"2016-10"
2016-11-01,91.22,806.99,38.21,736.31,161.74,2031.26,332.56,64.62,307.48,97.3,164.85,121.3,245.5,279.91,255.05,96.28,66.78,92.35,141.57,8.75,68.56,43.58,14.16,375.28,1549.58,56.95,96.59,251.45,2016,"2016-11"
2016-12-01,67.87,524.56,30.61,781.95,119.69,1825.27,750.47,65.06,264.84,62.41,145.21,92.69,233.54,247.19,190.35,78.97,54.57,47.03,123.6,7.39,83.83,41.76,8.94,250.34,1431.9,36.98,63.99,222.64,2016,"2016-12"
2017-01-01,102.42,984.46,39.37,1878,281.44,2297.16,490.88,96.01,451.04,150.99,235.89,183.86,507.12,500.4,328.47,134.77,97.13,127.47,191.01,10.73,151.05,73.65,20.7,498.67,2571.37,70.84,148.01,392.69,2017,"2017-01"
2017-02-01,98.29,790.28,37,1595.32,275.23,1939.93,335.09,46,309.86,126.24,195.17,156.99,345.25,393.6,284.49,104.35,87.88,125.96,164.48,9.18,122.56,61.02,19.19,336.94,1708.41,51.52,96.88,303.8,2017,"2017-02"
2017-03-01,139.74,924.34,45.41,2278.14,285.66,2196.64,425.34,80.8,423.52,165.98,224.81,156.29,424.21,577.94,324.06,139.11,95.58,163.1,192.79,10.71,158.1,63.7,20.39,455.31,2231.67,73.7,133.12,382.21,2017,"2017-03"
