"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2014-12-01,395.63,1918.97,1189.53,1406.77,1071,10284.1,602.71,229.29,1427.16,782.07,1777.47,371.25,205.21,2337.18,1669.36,184.28,40.89,1250.62,581.74,54.57,138.2,80.89,409.46,1087.73,446.07,2678.18,327.55,1075.29,2014,"2014-12"
2015-01-01,65.04,714.65,219.46,334.79,227.98,7471.33,354.83,83.83,319.14,105.22,794.67,155.45,51.43,330.18,260.1,97.95,17.73,471.64,134.57,7.23,24.28,21.4,103.1,506.33,112.03,1365.86,97.11,357.02,2015,"2015-01"
2015-02-01,68.04,643.55,276.67,251.35,235.15,7727.48,365.58,78.42,258.14,109.02,725.18,140.78,52.25,290.64,264.79,90.03,16.08,440.34,136.39,8.02,22.39,112.55,96.78,530.88,115.42,1255.85,88.38,354.13,2015,"2015-02"
2015-03-01,90.21,662.23,321.93,308.63,268.64,7812.5,423.95,90.98,340.92,132.44,860.96,158.39,59.95,357.96,265.72,102.82,19.06,499.18,178.52,10.14,26.61,71.86,124.88,487.44,124.74,1392.1,116.11,399.34,2015,"2015-03"
2015-04-01,84.53,644.6,284.04,271.66,257.88,5347.36,356.61,82.51,280.18,117.88,798.03,132.48,59.87,315.05,249.96,94.4,19.1,457.34,145.81,8.45,23.71,32.58,112.27,454.26,114.04,1362.04,104.23,347.97,2015,"2015-04"
2015-05-01,97.07,805.69,327.19,277.11,244.94,3290.32,349.86,102.33,309.04,125.34,794.16,160,67.03,299.77,247.33,91.93,17.92,451.19,156.63,10.22,26.87,26.13,109.36,507.31,118.32,1479.83,107.62,351.12,2015,"2015-05"
2015-06-01,66.95,654.76,278.94,224.97,215.52,2950.22,323.31,117.01,297.19,109.35,795.98,111.92,63.89,292.43,248.17,83.26,17.4,437.36,150.69,8.69,23.95,32.18,101.15,439,100.5,1367.2,95.78,321.79,2015,"2015-06"
2015-07-01,55.48,769.62,221.24,226.63,238.32,2194.27,316.21,109.43,299.62,113.47,825.47,123.46,65.82,262.59,302.64,93.54,18.29,469.22,268.43,8.8,25.34,29.04,125.55,507.57,113.86,1336.75,93.42,344.75,2015,"2015-07"
2015-08-01,229.58,1084.13,386.12,486.5,462.23,3166.03,406.31,146.47,578.7,237.6,1249.84,234.53,93.65,613.82,458.59,193.83,28.09,632.47,333.5,20.12,47.27,40.03,217.58,656.4,200.99,1775.81,172.66,536.5,2015,"2015-08"
2015-09-01,63.4,579.95,255.36,297.43,258.25,1913.45,88.31,78.95,297.84,106.99,639.57,121.52,55.64,256.31,248.51,91.38,17.49,351.81,148.74,10.19,25.26,29.53,89.77,365.83,109.51,1231.05,89.1,291.37,2015,"2015-09"
2015-10-01,57.65,625.95,233.83,276.87,217.09,1881.23,71.93,74.55,286.84,99.26,594.35,109.8,51.44,240.33,221.45,86.53,17.91,347.21,131.53,6.99,21.99,24.8,87.77,332.68,96.99,1305.16,81.63,280.97,2015,"2015-10"
2015-11-01,65.31,689.15,220.56,253.76,225.65,2213.71,54.65,71.76,270.35,103.13,705.79,123.08,57.34,251.71,267.89,93.31,21.87,364.01,155.08,8.11,25.41,28.91,99.05,381.39,101.04,1180.18,88.28,289.76,2015,"2015-11"
2015-12-01,49.24,515.01,165.36,218.77,168.17,1837.41,45.27,64.37,248.62,79.72,587.8,83.34,46.44,169.16,226.19,81.21,11.98,309.89,133.19,7.07,19.84,29.51,98.29,271.59,80.11,1014.72,56.8,240.52,2015,"2015-12"
2016-01-01,84.54,806.74,290.68,302,249.68,2940.97,492.57,93.06,350.33,124.71,870.94,158.03,69.94,362.53,289.48,112,20.3,534.72,183.92,8.78,32.54,38.71,114.24,559.66,135.76,1650.11,107.68,378.24,2016,"2016-01"
2016-02-01,101.85,698.18,245.56,334.21,258.91,3348.34,707.07,89.81,363.23,110.35,852.54,144.91,63.52,349.12,289.89,99.4,21.16,480.47,160.95,9.08,26.15,47.42,112.92,547.29,119.19,1378.41,92.87,355.44,2016,"2016-02"
2016-03-01,51.38,762.83,214.43,324.51,261.14,2934.8,881.09,104.52,405.91,119.56,860.62,149.71,65.18,191.28,280.47,116.13,64.95,486.43,174.32,10.45,27.62,50.6,140.23,539.33,137.04,1508.17,109.49,383.12,2016,"2016-03"
2016-04-01,63.02,816.48,273.48,307.69,266.31,2561.95,645.08,105.97,396.53,125.97,918.38,156.85,77.67,294.09,316.5,121.11,34.48,478.32,202.44,9.43,36.6,41.19,141.81,622.68,167.1,1636.4,112.5,393.09,2016,"2016-04"
2016-05-01,71.6,754.92,238.65,351.49,250.7,2381.41,739.33,108.07,443.98,108.77,887.51,154.29,65.32,300.02,281.1,126.8,23.12,440.05,167.6,9.2,30.09,42.02,212.42,577.45,154.43,1954.04,114.86,408.02,2016,"2016-05"
2016-06-01,61.39,856.96,247.67,345.03,256.62,2489.13,981.56,119.66,467.88,111.03,924.17,159.67,75.06,343.24,268.17,124.49,23.06,504.8,229.58,9.51,50.08,40.65,243.21,604.11,129.32,1682.19,128.08,415.78,2016,"2016-06"
2016-07-01,57.57,986.91,242.32,297.34,277.27,2319.71,1287.62,247.14,320.78,97.4,880.81,158.7,81.21,284.88,365.97,154.85,22.67,503.74,254.89,10.88,37.58,38.72,283.05,572.36,142.06,2014.93,90.05,458.09,2016,"2016-07"
2016-08-01,70.21,956.21,304.86,334.22,324.04,3340.71,867.52,444.28,361.8,122.96,987.92,164.22,77.48,473.81,311.02,230.57,33.56,549.07,234.88,10.65,36.5,41.37,177.21,616.99,133.61,2237.24,127.74,511.83,2016,"2016-08"
