year,month,population_total,population_growth_annual_percent,surface_area_sq_km,population_density_people_per_sq_km_of_land_area,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,gni_atlas_method_current_us,gni_per_capita_atlas_method_current_us,gni_ppp_current_international,gni_per_capita_ppp_current_international,income_share_held_by_lowest_20_percent,life_expectancy_at_birth_total_years,fertility_rate_total_births_per_woman,adolescent_fertility_rate_births_per_1_000_women_ages_15_19,contraceptive_prevalence_any_method_percent_of_married_women_ages_15_49,births_attended_by_skilled_health_staff_percent_of_total,mortality_rate_under_5_per_1_000_live_births,immunization_measles_percent_of_children_ages_12_23_months,school_enrollment_primary_percent_gross,school_enrollment_secondary_percent_gross,school_enrollment_primary_and_secondary_gross_gender_parity_index_gpi,prevalence_of_hiv_total_percent_of_population_ages_15_49,forest_area_sq_km,annual_freshwater_withdrawals_total_percent_of_internal_resources,urban_population_growth_annual_percent,energy_use_kg_of_oil_equivalent_per_capita,co2_emissions_metric_tons_per_capita,electric_power_consumption_k_wh_per_capita,gdp_current_us,gdp_growth_annual_percent,inflation_gdp_deflator_annual_percent,agriculture_forestry_and_fishing_value_added_percent_of_gdp,industry_including_construction_value_added_percent_of_gdp,exports_of_goods_and_services_percent_of_gdp,imports_of_goods_and_services_percent_of_gdp,gross_capital_formation_percent_of_gdp,revenue_excluding_grants_percent_of_gdp,time_required_to_start_a_business_days,tax_revenue_percent_of_gdp,military_expenditure_percent_of_gdp,mobile_cellular_subscriptions_per_100_people,high_technology_exports_percent_of_manufactured_exports,statistical_capacity_score_overall_average_scale_0_100,merchandise_trade_percent_of_gdp,net_barter_terms_of_trade_index_2000_100,external_debt_stocks_total_dod_current_us,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,net_migration,personal_remittances_received_current_us,foreign_direct_investment_net_inflows_bo_p_current_us,net_official_development_assistance_and_official_aid_received_current_us,people_using_safely_managed_drinking_water_services_percent_of_population,hospital_beds_per_1_000_people,nurses_and_midwives_per_1_000_people,physicians_per_1_000_people
2018,6,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,7,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,8,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,9,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,10,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,11,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2018,12,210166600,0.7937682,8515770,25.14514,5.3,1920000000000,9140,3060000000000,14550,3.1,75.109,1.749,57.8858,80.2,98.8,15.2,92,108.6233,105.0071,1.00668,0.5,4990514,1.141318,1.094558,1490.426,2.064981,2610.999,1920000000000,1.783667,4.493534,4.420399,18.74905,14.635,14.2412,15.09504,28.58289,20.1,13.94011,1.469678,99.64003,14.74391,84.44443,22.15659,114.7659,558000000000,33.15453,67934,2933489000,78162720000,444450000,84.29474,2.09,10.119,2.1652
2019,1,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,2,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,3,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,4,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,5,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,6,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,7,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,8,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,9,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,10,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,11,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
2019,12,211782900,0.7661078,8515770,25.33852,5.4,1950000000000,9220,3150000000000,14890,3.1,75.338,1.703,56.6606,80.2,99.1,14.9,91,107.4075,103.9533,1.00991,0.5,4977985,1.244126,1.060238,1490.426,2.050685,2610.999,1870000000000,1.220778,4.224259,4.205014,18.75463,14.12292,14.76734,15.51679,29.15188,16.6,13.73769,1.379457,95.38505,14.06646,84.44443,22.11577,114.9451,569000000000,53.23468,69186,3213622000,69174410000,272400000,85.06008,2.09,7.4008,2.3106
